name	Питание	Живлення
name	Состояние	Стан
name	Комплектация	Комплектація
name	Категория	Категорія
name	Принцип действия автомобильного домкрата	Принцип дії автомобільного домкрата
name	Погрешность, +/-	Похибка, +/-
name	Домкрат подкатной	Домкрат підкатний
name	Зажимное усилие	Зусилля затиску
name	Рабочая среда	Робоче середовище
name	Единица измерения	Одиниця вимірювання
name	Тип питания	Тип живлення
name	Принцип действия	Принцип дії
name	Емкость аккумулятора	Ємність акумулятора
name	Конструкция	Конструкція
name	Время опускания	Час опускання
name	Емкость бака	Ємність бака
name	Цветность монитора	Кольоровість монітора
name	Максимальное усилие	Максимальне зусилля
name	Тип изделия	Тип виробу
name	Световой поток	Світловий потік
name	Особенности	Особливості
name	Сохранение значения на дисплее	Збереження значення на дисплеї
name	Производительность	Продуктивність
name	Чтение и стирание кодов неисправностей	Зчитування та стирання кодів несправностей
name	Расположение ресивера	Розташування ресивера
name	Тип компрессора по мобильности	Тип компресора за мобільністю
name	Измерительная шкала	Вимірювальна шкала
name	Цена деления	Ціна поділки
name	Система охлаждения цилиндров	Система охолодження циліндрів
name	Тип оборудования	Тип обладнання
name	Зажимное усилие (H*m)	Зусилля затиску (H*m)
name	Наличие поворотного механизма	Наявність поворотного механізму
name	Наличие наковальни	Наявність ковадла
name	Форма сечения рабочей части	Форма перерізу робочої частини
name	Тип измерительной рулетки	Тип вимірювальної рулетки
name	Точность измерения +/-	Точність вимірювання +/-
name	Адаптация	Адаптація
name	Кодирование блоков управления	Кодування блоків керування
name	Максимальная рабочая температура	Максимальна робоча температура
name	Диапазон измерения	Діапазон вимірювання
name	Крепежное средство	Кріпильний засіб
name	Минимальная дальность измерений	Мінімальна дальність вимірювань
name	Максимальная дальность измерений	Максимальна дальність вимірювань
name	Канатоемкость	Канатомісткість
name	Вид изделия	Вид виробу
name	Индикация	Індикація
name	Погрешность измерения	Похибка вимірювання
name	Время измерения	Час вимірювання
name	Наличие индикатора	Наявність індикатора
name	Погрешность, ±	Похибка, ±
name	Максимальное время измерения	Максимальний час вимірювання
name	Емкость контейнера	Ємність контейнера
name	Применение тестера	Застосування тестера
name	Тип армирования	Тип армування
name	Тип сварочной установки	Тип зварювальної установки
name	Шаг измерения	Крок вимірювання
name	Время автоматического нивелирования	Час автоматичного нівелювання
name	Крепление	Кріплення
name	Расположение губок	Розташування губок
name	Единица измерения влажности	Одиниця вимірювання вологості
name	Максимальное значение влажности	Максимальне значення вологості
name	Область применения	Область застосування
name	Область применения шланга	Область застосування шланга
name	Гарантия	Гарантія
name	Разблокирование иммобилайзера	Розблокування іммобілайзера
name	Тип освещения	Тип освітлення
name	Применение освещения	Застосування освітлення
name	Способ освещения	Спосіб освітлення
name	Тип освещения по мобильности	Тип освітлення за мобільністю
name	Особенности фонаря	Особливості ліхтаря
name	Наличие зажима для труб и цилиндрических деталей	Наявність затискача для труб і циліндричних деталей
name	Тяговая сила	Тягове зусилля
name	Отсчетное устройство	Відліковий пристрій
name	Температурное разрешение	Температурна роздільна здатність
name	Класс точности	Клас точності
name	Направленность	Спрямованість
name	Входной квадрат	Вхідний квадрат
name	Расстояние между стойками	Відстань між стійками
name	Лазерная линейка	Лазерна лінійка
name	Максимальное сечение провода	Максимальний переріз проводу
name	Минимальное сечение провода	Мінімальний переріз проводу
name	Производительность компрессора	Продуктивність компресора
name	Совместимость с маркой	Сумісність із маркою
name	Использование	Використання
name	Максимальная частота вращения вала	Максимальна частота обертання вала
name	Максимальная сила тока	Максимальна сила струму
name	Клещи молоток для снятия грузиков	Кліщі-молоток для зняття вантажиків
name	Положение оператора	Положення оператора
name	Предел взвешивания	Межа зважування
name	Минимальное обжимаемое сечение	Мінімальний обтискуваний переріз
name	Максимальное обжимаемое сечение	Максимальний обтискуваний переріз
name	Возможность транспортировки	Можливість транспортування
name	Усилие обжима	Зусилля обтиску
name	Применение трубореза для резки:	Застосування труборіза для різання:
name	Тип присоединения	Тип приєднання
name	Возможность подключения к компьютеру	Можливість підключення до комп'ютера
name	Максимальная толщина реза	Максимальна товщина різу
name	Среда измерения	Середовище вимірювання
name	Максимальная температура измерения (°C)	Максимальна температура вимірювання (°C)
name	Минимальная температура измерения (°C)	Мінімальна температура вимірювання (°C)
name	Минимальное значение влажности	Мінімальне значення вологості
name	Сигнализация разгоризонтовки	Сигналізація розгоризонтування
name	Область применения изделия	Область застосування виробу
name	Сопротивление форсунок	Опір форсунок
name	Световой поток (лм)	Світловий потік (лм)
name	Гибкая трубка	Гнучка трубка
name	Тип разведения	Тип розведення
name	Инициализация угла поворота колес	Ініціалізація кута повороту коліс
name	Минимальное рабочее расстояние	Мінімальна робоча відстань
name	Блокировка кнопки включения	Блокування кнопки увімкнення
name	Переходной штуцер	Перехідний штуцер
name	Операционная система	Операційна система
name	Фиксатор тормозной педали	Фіксатор гальмівної педалі
name	Максимальная толщина протачиваемого диска	Максимальна товщина проточуваного диска
name	Точность механизма подвода резцов	Точність механізму підведення різців
name	Совместимость с моделью	Сумісність із моделлю
name	База-основание	База-основа
name	Рабочая частота	Робоча частота
name	Производительность  пескоструя	Продуктивність піскоструменя
name	Минимальная температура	Мінімальна температура
name	Максимальная температура	Максимальна температура
name	Метод измерения	Метод вимірювання
name	Минимальная рабочая температура	Мінімальна робоча температура
name	Шкала твердости	Шкала твердості
name	Номинальное время измерения	Номінальний час вимірювання
name	Максимальная глубина обнаружения	Максимальна глибина виявлення
name	Температурная компенсация	Температурна компенсація
name	Наличие термометра	Наявність термометра
name	Максимальная нагрузка на полку	Максимальне навантаження на полицю
name	Максимальная глубина нарезки	Максимальна глибина нарізання
name	Конструкция стремянки	Конструкція драбини-стрем'янки
name	Максимальная нагрузка	Максимальне навантаження
name	Максимальное расширение:	Максимальне розширення:
name	Применение	Застосування
name	Особенности:	Особливості:
name	Способ продувания	Спосіб продування
name	Действие обратного молотка	Дія зворотного молотка
name	Контролируемая среда	Контрольоване середовище
name	Максимальная глубина захвата	Максимальна глибина захоплення
name	изогнутая	вигнута
name	Разрешающая способность (Мп)	Роздільна здатність (Мп)
name	Погрешность на 100 мкм	Похибка на 100 мкм
name	Принцип измерения	Принцип вимірювання
name	Заточка лезвия	Заточення леза
name	Система гашения вибрации	Система гасіння вібрації
name	Тип поршневого компрессора по количеству степеней сжатия	Тип поршневого компресора за кількістю ступенів стиснення
name	Тип поверхности	Тип поверхні
name	Управление	Керування
name	Входная вилка	Вхідна вилка
name	Сечение жил	Переріз жил
name	Тактность двигателя	Тактність двигуна
name	Вязкость масла по SAE	В'язкість оливи за SAE
name	Дальность светового луча	Дальність світлового променя
name	Производительность краскопульта	Продуктивність фарбопульта
name	Максимальная температура жала	Максимальна температура жала
name	Максимально допустимая рабочая нагрузка	Максимально допустиме робоче навантаження
name	Тип крепления	Тип кріплення
value	торцевая головка	торцева головка
value	Прямой	Прямий
value	рожково-накидной	ріжково-накидний
value	Новое	Нове
value	Накидной	Накидний
value	Стандартная	Стандартна
value	Прямой шлиц	Прямий шліц
value	Торцевой	Торцевий
value	Инфракрасный	Інфрачервоний
value	Текстово-цифровой	Текстово-цифровий
value	Точечный	Точковий
value	Светодиодная	Світлодіодна
value	Ручной	Ручний
value	Крестовой (Phillips/PH)	Хрестовий (Phillips/PH)
value	Цифровой	Цифровий
value	Метрическая система (м, см, мм)	Метрична система (м, см, мм)
value	накидной с трещоткой	накидний із тріскачкою
value	Цветной	Кольоровий
value	Воздушная	Повітряна
value	Передвижной	Пересувний
value	Портативный	Портативний
value	Универсальная батарея	Універсальна батарея
value	Механическая рулетка	Механічна рулетка
value	Разрезной	Розрізний
value	Головка торцевая	Головка торцева
value	Разводной	Розвідний
value	Винтовой	Гвинтовий
value	Голубой	Блакитний
value	газовый ключ	газовий ключ
value	Ударная	Ударна
value	Другой	Інший
value	Угловой (пневмотрещетка)	Кутовий (пневмотріскачка)
value	Неповоротная	Неповоротна
value	Резьбовой	Різьбовий
value	прямая	пряма
value	Обеспечение безопасности работ	Забезпечення безпеки робіт
value	Ящик переносной	Ящик переносний
value	накидной	накидний
value	Спиральное	Спіральне
value	Световая/Звуковая	Світлова/Звукова
value	Армированная резина	Армована гума
value	шарнирно-торцевой	шарнірно-торцевий
value	Цепной	Ланцюговий
value	для снятия изоляции с проводов	для зняття ізоляції з проводів
value	Прямая	Пряма
value	Черно-белый	Чорно-білий
value	Цифровой угломер	Цифровий кутомір
value	Локальное освещение	Локальне освітлення
value	Переносное	Переносне
value	Светодиодная матрица SMD	Світлодіодна матриця SMD
value	F-образная	F-подібна
value	Мужской	Чоловічий
value	Рабочая одежда	Робочий одяг
value	Готовое оборудование	Готове обладнання
value	Мобильная	Мобільна
value	Ручная	Ручна
value	Зарядное	Зарядний
value	Контактный	Контактний
value	Бытовой	Побутовий
value	Универсальная	Універсальна
value	Прижимной	Притискний
value	Ключевой	Ключовий
value	Быстрозажимной	Швидкозатискний
value	Дюймы|Метрическая|Футы	Дюйми|Метрична|Фути
value	От солнечной энергии|От сети|От USB	Від сонячної енергії|Від мережі|Від USB
value	Метрическая	Метрична
value	корщетка ручная	корщітка ручна
value	Пневматические	Пневматичні
value	Угловая	Кутова
value	Метрическая|Дюймы|Футы	Метрична|Дюйми|Фути
value	Цифровое	Цифрове
value	Фонарик|Индикатор уровня заряда|Быстрая зарядка	Ліхтарик|Індикатор рівня заряду|Швидка зарядка
value	Принадлежности	Приладдя
value	Лезвия	Леза
value	Пуско-зарядное	Пуско-зарядний
value	квадратная	квадратна
value	Верстак слесарный	Верстак слюсарний
value	Подъёмники ножничные	Підйомники ножичні
value	Шлифование	Шліфування
value	Шлифовальный	Шліфувальний
value	Индикатор уровня заряда|Быстрая зарядка|Фонарик	Індикатор рівня заряду|Швидка зарядка|Ліхтарик
value	Рожково-накидной с трещеткой	Ріжково-накидний із тріскачкою
value	прямоугольная (плоская)	прямокутна (плоска)
value	Свечной	Свічковий
value	Зеркала телескопические	Дзеркала телескопічні
value	арабские	арабські
value	лучковая	лучкова
value	Измерение напряжения	Вимірювання напруги
value	G-образная	G-подібна
value	Стационарный	Стаціонарний
value	Перчатки рабочие	Рукавички робочі
value	Комбинированные	Комбіновані
value	Трехточечный	Триточковий
value	Универсальный	Універсальний
value	Функции Пифагора|Непрерывное измерение|Подсветка дисплея	Функції Піфагора|Безперервне вимірювання|Підсвічування дисплея
value	Непрерывное измерение|Подсветка дисплея|Функции Пифагора	Безперервне вимірювання|Підсвічування дисплея|Функції Піфагора
value	Монохромная	Монохромна
value	Унции|Килограммы|Фунты	Унції|Кілограми|Фунти
value	Магнитное	Магнітне
value	Реверсивная	Реверсивна
value	Резьбовая	Різьбова
value	Труборезы	Труборізи
value	обратный	зворотний
value	круглая	кругла
value	треугольная (равносторонняя)	трикутна (рівностороння)
value	Диаметр заклепок: 3.2 мм (1/8"), 4.0 мм (5/32"), 4.8 мм (3/16"), 6.4 мм (1/4")	Діаметр заклепок: 3.2 мм (1/8"), 4.0 мм (5/32"), 4.8 мм (3/16"), 6.4 мм (1/4")
value	Измерение длины	Вимірювання довжини
value	Нержавеющая сталь	Нержавіюча сталь
value	Жидкость/Пар/Газ/Кислород	Рідина/Пара/Газ/Кисень
value	Бесконтактный	Безконтактний
value	Метрическая|Дюймы	Метрична|Дюйми
value	Метрическая система (м, см, мм)|Неметрическая система (дюймы)	Метрична система (м, см, мм)|Неметрична система (дюйми)
value	Присоединительный квадрат: 1/2"\nДлина: 600 мм	Приєднувальний квадрат: 1/2"\nДовжина: 600 мм
value	Ленточная	Стрічкова
value	Аналоговый	Аналоговий
value	Стационарная	Стаціонарна
value	пластиковых труб	пластикових труб
value	Ножницы-труборез	Ножиці-труборіз
value	Присоединительный квадрат: 1/2"\nДлина: 380 мм	Приєднувальний квадрат: 1/2"\nДовжина: 380 мм
value	Объем: 300 мл. Длина: 230 мм.	Об'єм: 300 мл. Довжина: 230 мм.
value	Пистолеты для герметиков	Пістолети для герметиків
value	Лом-гвоздодёр	Лом-цвяходер
value	Шестигранный (HEX)	Шестигранний (HEX)
value	Стенды для правки кузовов	Стенди для правки кузовів
value	Присоединительный квадрат: 1/2"\nДлина: 300 мм	Приєднувальний квадрат: 1/2"\nДовжина: 300 мм
value	Линейная (2 точки)	Лінійна (2 точки)
value	Присоединительный квадрат: 1/2"\nДлина: 250 мм	Приєднувальний квадрат: 1/2"\nДовжина: 250 мм
value	винтовой	гвинтовий
value	Для духовой печи|Для измерения температуры пищи	Для духової печі|Для вимірювання температури їжі
value	Электронный (цифровой) со щупом	Електронний (цифровий) зі щупом
value	Для базовой проверки	Для базової перевірки
value	Универсальная солнечная батарея	Універсальна сонячна батарея
value	Индикатор уровня заряда|Быстрая зарядка	Індикатор рівня заряду|Швидка зарядка
value	Подвесной	Підвісний
value	Сборно-разборная	Збірно-розбірна
value	Максимальный|Средний|Минимальный	Максимальний|Середній|Мінімальний
value	Перфорированная панель	Перфорована панель
value	Присоединительный квадрат: 1/2"\nДлина: 450 мм	Приєднувальний квадрат: 1/2"\nДовжина: 450 мм
value	Присоединительный квадрат: 1/2"\nДлина: 62 мм	Приєднувальний квадрат: 1/2"\nДовжина: 62 мм
value	Присоединительный квадрат: 1/2"\nДлина: 460 мм	Приєднувальний квадрат: 1/2"\nДовжина: 460 мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 10мм\nДлина: 140мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 10мм\nДовжина: 140мм
value	Присоединительный квадрат: 1/4"\nДлина: 150 мм	Приєднувальний квадрат: 1/4"\nДовжина: 150 мм
value	Размер: SL3х0.5, 4х0.5, 5.5х1, 6.5х1.2, PH1-PH3, PZ1-PZ3, TORX с отв.Т30, Т40, TORX Т10-Т40, HEX3-6мм	Розмір: SL3х0.5, 4х0.5, 5.5х1, 6.5х1.2, PH1-PH3, PZ1-PZ3, TORX з отв.Т30, Т40, TORX Т10-Т40, HEX3-6мм
value	Рабочий размер: TORX T20\nПрисоединительный квадрат: 1/4"	Робочий розмір: TORX T20\nПриєднувальний квадрат: 1/4"
value	шарнирно-накидной	шарнірно-накидний
value	Звуковая	Звукова
value	Крестовой (Pozidriv/PZ)	Хрестовий (Pozidriv/PZ)
value	Стандартная (прямая)	Стандартна (пряма)
value	Присоединительный квадрат: 3/8"\nДлина: 200 мм	Приєднувальний квадрат: 3/8"\nДовжина: 200 мм
value	ножной	ножний
value	плоская	плоска
value	Адаптеры	Адаптери
value	Скобы и гвозди	Скоби та цвяхи
value	Плоскогубцы, пассатижи	Плоскогубці, пасатижі
value	Обжимной инструмент	Обтискний інструмент
value	Фиксаторы	Фіксатори
value	Присоединительный квадрат: 3/4"\nДлина: 460 мм	Приєднувальний квадрат: 3/4"\nДовжина: 460 мм
value	Резьбомер дюймовый	Різьбомір дюймовий
value	Рабочее давление: 6,2 бар\nПневморазъем: 1/4"	Робочий тиск: 6,2 бар\nПневмороз'єм: 1/4"
value	Нагрузочная вилка	Навантажувальна вилка
value	Длина - 100 мм	Довжина - 100 мм
value	Присоединительный квадрат: 1/2"\nДлина: 360 мм	Приєднувальний квадрат: 1/2"\nДовжина: 360 мм
value	вороток коленчатый	вороток колінчастий
value	Подъемники четырехстоечные	Підйомники чотиристійкові
value	Мультиметры	Мультиметри
value	Вороток Т-образный	Вороток Т-подібний
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 6мм\nДлина: 140мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 6мм\nДовжина: 140мм
value	Поворотная	Поворотна
value	полукруглая	напівкругла
value	Листовые	Листові
value	Древесина|Изделия из древесины|Целлюлозно-бумажные изделия|Кирпич|Стройматериалы	Деревина|Вироби з деревини|Целюлозно-паперові вироби|Цегла|Будматеріали
value	Телефонный кабель|Медный кабель|Витая пара	Телефонний кабель|Мідний кабель|Вита пара
value	Витая пара|Телефонный кабель|Медный кабель	Вита пара|Телефонний кабель|Мідний кабель
value	Компрессорное	Компресорне
value	Текстово-цифровой/Графический	Текстово-цифровий/Графічний
value	Картонная коробка	Картонна коробка
value	Фонарик|Быстрая зарядка|Индикатор уровня заряда	Ліхтарик|Швидка зарядка|Індикатор рівня заряду
value	Монокристаллическая	Монокристалічна
value	Аморфный кремний	Аморфний кремній
value	Аккумулятор|Солнечная батарея	Акумулятор|Сонячна батарея
value	Для наружного освещения зданий|Для освещения парковок|Для ЖКХ|Для освещения рекламных конструкций	Для зовнішнього освітлення будівель|Для освітлення паркувань|Для ЖКГ|Для освітлення рекламних конструкцій
value	Для освещения парковок|Для наружного освещения зданий|Для освещения рекламных конструкций|Для ЖКХ	Для освітлення паркувань|Для зовнішнього освітлення будівель|Для освітлення рекламних конструкцій|Для ЖКГ
value	Для ЖКХ|Для наружного освещения зданий|Для освещения рекламных конструкций|Для освещения парковок	Для ЖКГ|Для зовнішнього освітлення будівель|Для освітлення рекламних конструкцій|Для освітлення паркувань
value	Зернопродукты|Семена овощей|Семена зерновых культур	Зернопродукти|Насіння овочів|Насіння зернових культур
value	Резьбовое	Різьбове
value	Наличие ручки для перемещения	Наявність ручки для переміщення
value	Пластик|Алюминиевый сплав	Пластик|Алюмінієвий сплав
value	Красная подсветка	Червоне підсвічування
value	Универсальное	Універсальне
value	Присоединительный квадрат: 1/2"\nРазмер: RIBE M8\nДлина: 100мм	Приєднувальний квадрат: 1/2"\nРозмір: RIBE M8\nДовжина: 100мм
value	Присоединительный квадрат: 1/2"\nРазмер: 14мм\nДлина: 34мм	Приєднувальний квадрат: 1/2"\nРозмір: 14мм\nДовжина: 34мм
value	Присоединительный квадрат: 3/4"\nДлина: 135 мм	Приєднувальний квадрат: 3/4"\nДовжина: 135 мм
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M12\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M12\nДовжина: 55мм
value	Присоединительный квадрат: 1/4"\nРазмер: PZ1\nДлина: 37мм	Приєднувальний квадрат: 1/4"\nРозмір: PZ1\nДовжина: 37мм
value	Присоединительный квадрат: 3/8"\nДлина: 250 мм	Приєднувальний квадрат: 3/8"\nДовжина: 250 мм
value	Присоединительный квадрат: 3/4"\nДлина: 93 мм	Приєднувальний квадрат: 3/4"\nДовжина: 93 мм
value	Рабочий размер: TORX T25\nПрисоединительный квадрат: 1/4"	Робочий розмір: TORX T25\nПриєднувальний квадрат: 1/4"
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M10\nДлина: 140мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M10\nДовжина: 140мм
value	Размер зеркала: 55 мм\nДлина рукоятки: 268-955 мм	Розмір дзеркала: 55 мм\nДовжина рукоятки: 268-955 мм
value	Размеры выколотки игольчатого типа: 4х9.5х150 мм.\nРазмеры узкого зубила: 5х9,5х130 мм.\nРазмеры ручного зубила: 12х9,5х130 мм.\nРазмеры конусообразной выколотки: 3х9,5х120 мм.\nРазмеры центрирующей выколотки: 2х9,5х120 мм.	Розміри вибивача голчастого типу: 4х9.5х150 мм.\nРозміри вузького зубила: 5х9,5х130 мм.\nРозміри ручного зубила: 12х9,5х130 мм.\nРозміри конусоподібного вибивача: 3х9,5х120 мм.\nРозміри центрувального вибивача: 2х9,5х120 мм.
value	Присоединительный квадрат: 3/8"\nДлина: 52 мм	Приєднувальний квадрат: 3/8"\nДовжина: 52 мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 10мм\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 10мм\nДовжина: 55мм
value	Рабочий размер: TORX T8\nПрисоединительный квадрат: 1/4"	Робочий розмір: TORX T8\nПриєднувальний квадрат: 1/4"
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M6\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M6\nДовжина: 55мм
value	Присоединительный квадрат: 1/4"\nРазмер: PZ2\nДлина: 37мм	Приєднувальний квадрат: 1/4"\nРозмір: PZ2\nДовжина: 37мм
value	Присоединительный квадрат: 1/4"\nДлина: 460 мм	Приєднувальний квадрат: 1/4"\nДовжина: 460 мм
value	Присоединительный квадрат: 1/2"\nДлина: 760 мм	Приєднувальний квадрат: 1/2"\nДовжина: 760 мм
value	Присоединительный квадрат: 1/2"\nДлина: 500 мм	Приєднувальний квадрат: 1/2"\nДовжина: 500 мм
value	Рожково-накидной	Ріжково-накидний
value	Присоединительный квадрат: 1/4"\nРазмер: PH1\nДлина: 37мм	Приєднувальний квадрат: 1/4"\nРозмір: PH1\nДовжина: 37мм
value	Размер зеркала: 55 мм\nДлина рукоятки: 262-950 мм	Розмір дзеркала: 55 мм\nДовжина рукоятки: 262-950 мм
value	Ключ накидной	Ключ накидний
value	Биты 1/4" 25 мм: PH1, PH2, SL 0.6x4.5, SL 1x5.5, SL 1.2x6.5, T15, T20, T25, SQ1, SQ2	Біти 1/4" 25 мм: PH1, PH2, SL 0.6x4.5, SL 1x5.5, SL 1.2x6.5, T15, T20, T25, SQ1, SQ2
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M16\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M16\nДовжина: 55мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 19мм\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 19мм\nДовжина: 55мм
value	Присоединительный квадрат: 3/4"\nДлина: 528 мм	Приєднувальний квадрат: 3/4"\nДовжина: 528 мм
value	Зарядное устройство	Зарядний пристрій
value	Присоединительный квадрат: 3/4"\nРазмер: M18\nДлина: 105мм	Приєднувальний квадрат: 3/4"\nРозмір: M18\nДовжина: 105мм
value	Присоединительный квадрат: 1/2"\nРазмер: 17мм\nДлина: 34мм	Приєднувальний квадрат: 1/2"\nРозмір: 17мм\nДовжина: 34мм
value	Присоединительный квадрат: 1/2"\nРазмер: 12мм\nДлина: 34мм	Приєднувальний квадрат: 1/2"\nРозмір: 12мм\nДовжина: 34мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 6мм\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 6мм\nДовжина: 55мм
value	Присоединительный квадрат: 1/4"\nРазмер: PH2\nДлина: 37мм	Приєднувальний квадрат: 1/4"\nРозмір: PH2\nДовжина: 37мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 8мм\nДлина: 140мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 8мм\nДовжина: 140мм
value	Присоединительный квадрат: 1"\nДлина: 650 мм	Приєднувальний квадрат: 1"\nДовжина: 650 мм
value	Бокорезы: 175мм, Плоскогубцы: 175мм, Плоскогубцы с удлиненными губками: 200мм, Плоскогубцы переставные: 10х240мм	Бокорізи: 175мм, Плоскогубці: 175мм, Плоскогубці з подовженими губками: 200мм, Плоскогубці переставні: 10х240мм
value	Плоскогубцы 7", Плоскогубцы с удлиненными губками 8", Плоскогубцы переставные 10" X 240mm	Плоскогубці 7", Плоскогубці з подовженими губками 8", Плоскогубці переставні 10" X 240mm
